2712,org.argouml.uml.ui.foundation.core.UMLAssociationAssociationRoleListModel,0.3368772
2712,org.argouml.util.ExprSeparatorWithStrings,0.33195
2712,org.argouml.model.mdr.CollaborationsFactoryMDRImpl,0.2916159
2712,org.argouml.uml.ui.behavior.collaborations.ActionSetAssociationRoleBase,0.2908914
2712,org.argouml.model.mdr.CollaborationsHelperMDRImpl,0.2615051
2712,org.argouml.uml.ui.behavior.collaborations.UMLAssociationRoleAssociationEndRoleListModel,0.2431979
2712,org.argouml.uml.diagram.collaboration.ui.ActionAddClassifierRole,0.2265268
2712,org.argouml.uml.ui.behavior.collaborations.PropPanelAssociationRole,0.224596
2712,org.argouml.uml.ui.behavior.collaborations.UMLAssociationRoleBaseComboBoxModel,0.223476
2712,org.argouml.uml.ui.behavior.collaborations.ActionRemoveClassifierRoleBase,0.2141263
2712,org.argouml.uml.diagram.collaboration.ui.UMLCollaborationDiagram,0.1918168
2712,org.argouml.uml.ui.behavior.collaborations.ActionAddClassifierRoleBase,0.1873729
2712,org.argouml.uml.ui.foundation.core.UMLClassifierClassifierRoleListModel,0.1803588
2712,org.argouml.uml.ui.behavior.collaborations.UMLAssociationRoleMessageListModel,0.1754377
2712,org.argouml.model.AbstractCollaborationsHelperDecorator,0.1736066
2712,org.argouml.uml.ui.foundation.core.PropPanelAssociation,0.1647849
2712,org.argouml.uml.diagram.collaboration.ui.FigAssociationRole,0.1616903
2712,org.argouml.uml.ui.behavior.collaborations.UMLClassifierRoleBaseListModel,0.1598593
2712,org.argouml.uml.cognitive.critics.CrNavFromInterface,0.159209
2712,org.argouml.uml.diagram.ui.ActionAddMessage,0.1546317
2712,org.argouml.uml.ui.ActionCollaborationDiagram,0.148191
2712,org.argouml.uml.cognitive.critics.CrDupRoleNames,0.1425743
2712,org.argouml.uml.diagram.ui.PropPanelUMLCollaborationDiagram,0.1400279
2712,org.argouml.uml.ui.foundation.core.UMLClassifierCollaborationListModel,0.1291366
2712,org.argouml.uml.ui.behavior.collaborations.UMLClassifierRoleAvailableContentsListModel,0.1266011
2712,org.argouml.uml.cognitive.critics.CrNWayAgg,0.1228013
2712,org.argouml.uml.diagram.ui.ActionAddAssociationRole,0.1202187
2712,org.argouml.uml.diagram.ui.ActionSaveDiagramToClipboard,0.1177789
2712,org.argouml.uml.ui.behavior.collaborations.UMLClassifierRoleAvailableFeaturesListModel,0.113849
2712,org.argouml.uml.cognitive.critics.CrMultipleAgg,0.1106
2712,org.argouml.model.mdr.MetaTypesMDRImpl,0.1069819
2712,org.argouml.uml.diagram.collaboration.ui.SelectionClassifierRole,0.1061494
2712,org.argouml.uml.cognitive.critics.CrCrossNamespaceAssoc,0.1053661
2712,org.argouml.uml.ui.foundation.core.UMLClassifierAssociationEndListModel,0.1042148
2712,org.argouml.uml.cognitive.critics.CrCircularAssocClass,0.1022332
2712,org.argouml.uml.ui.behavior.collaborations.UMLClassifierRoleMultiplicityComboBoxModel,0.09860742
2712,org.argouml.uml.ui.behavior.collaborations.ActionSetClassifierRoleMultiplicity,0.0961697
2712,org.argouml.ui.explorer.rules.GoCollaborationToDiagram,0.09423378
2712,org.argouml.uml.diagram.collaboration.ui.CollabDiagramRenderer,0.09188014
2712,org.argouml.uml.diagram.collaboration.CollabDiagramGraphModel,0.0901136
2712,org.argouml.uml.diagram.ui.ActionSetAddAssociationEndMode,0.0809908
2712,org.argouml.uml.ui.ActionSequenceDiagram,0.08066845
2712,org.argouml.uml.ui.behavior.collaborations.PropPanelClassifierRole,0.08049505
2712,org.argouml.uml.ui.foundation.core.UMLAssociationLinkListModel,0.0755232
2712,org.argouml.uml.diagram.ui.ActionSetAddAssociationMode,0.07181097
2712,org.argouml.uml.diagram.static_structure.ui.UMLClassDiagram,0.06871141
2712,org.argouml.uml.diagram.DiagramFactory,0.06783514
2712,org.argouml.uml.diagram.use_case.ui.UMLUseCaseDiagram,0.06782508
2712,org.argouml.uml.diagram.ui.FigAssociation,0.06774159
2712,org.argouml.util.MyTokenizer,0.06701536
2712,org.argouml.uml.diagram.collaboration.ui.FigClassifierRole,0.06699361
2712,org.argouml.uml.cognitive.critics.CrUnnavigableAssoc,0.06594371
2712,org.argouml.model.UndoCollaborationsHelperDecorator,0.06454791
2712,org.argouml.ui.explorer.rules.GoCollaborationToInteraction,0.06365362
2712,org.argouml.model.RemoveAssociationEvent,0.06360979
2712,org.argouml.model.AddAssociationEvent,0.06294072
2712,org.argouml.uml.cognitive.critics.CrNoAssociations,0.0619977
2712,org.argouml.ui.explorer.rules.GoOperationToCollaboration,0.05815095
2712,org.argouml.ui.explorer.rules.GoNamespaceToDiagram,0.05691571
2712,org.argouml.ui.LookAndFeelMgr,0.05429878
2712,org.argouml.pattern.cognitive.critics.CrConsiderSingleton,0.05288145
2712,org.argouml.ui.explorer.rules.GoClassifierToCollaboration,0.05187557
2712,org.argouml.util.QuotedStringSeparator,0.05101492
2712,org.argouml.uml.cognitive.critics.CrAssocNameConflict,0.05077576
2712,org.argouml.ui.explorer.rules.GoClassifierToSequenceDiagram,0.04859141
2712,org.argouml.model.mdr.CoreHelperMDRImpl,0.04805402
2712,org.argouml.model.mdr.UmlFactoryMDRImpl,0.04737895
2712,org.argouml.model.AssociationChangeEvent,0.04695757
2712,org.argouml.ui.explorer.rules.GoOperationToSequenceDiagram,0.04684345
2712,org.argouml.application.helpers.ResourceLoaderWrapper,0.04634055
2712,org.argouml.ui.ArgoDiagram,0.04576013
2712,org.argouml.uml.cognitive.critics.CrTooManyAssoc,0.04571329
2712,org.argouml.uml.ui.ActionUseCaseDiagram,0.04507932
2712,org.argouml.language.csharp.generator.GeneratorCSharp,0.04369488
2712,org.argouml.uml.cognitive.critics.CrMergeClasses,0.04335731
2712,org.argouml.uml.ui.foundation.core.UMLAssociationConnectionListModel,0.04304546
2712,org.argouml.uml.diagram.ProjectMemberDiagram,0.04289293
2712,org.argouml.ui.SettingsTabAppearance,0.04167496
2712,org.argouml.model.mdr.CoreFactoryMDRImpl,0.04147135
2712,org.argouml.ui.cmd.ActionGotoDiagram,0.04057531
2712,org.argouml.uml.cognitive.critics.CrConflictingComposites,0.03751615
2712,org.argouml.uml.diagram.ui.UMLDiagram,0.03749674
2712,org.argouml.uml.diagram.ui.PropPanelDiagram,0.03727558
2712,org.argouml.uml.ui.ActionClassDiagram,0.0371191
2712,org.argouml.uml.ui.ActionStateDiagram,0.03587937
2712,org.argouml.ui.explorer.rules.GoStatemachineToDiagram,0.03573002
2712,org.argouml.model.mdr.FacadeMDRImpl,0.03501294
2712,org.argouml.uml.diagram.ui.PropPanelUMLClassDiagram,0.03475594
2712,org.argouml.ui.explorer.PerspectiveManager,0.03467356
2712,org.argouml.kernel.Project,0.03389125
2712,org.argouml.uml.ui.ActionDeploymentDiagram,0.03341985
2712,org.argouml.uml.cognitive.critics.CrNameConflictAC,0.03324364
2712,org.argouml.uml.ui.TabProps,0.03286728
2712,org.argouml.uml.cognitive.critics.CrOppEndVsAttr,0.03276497
2712,org.argouml.language.php.generator.GeneratorPHP4,0.03220901
2712,org.argouml.uml.ui.ActionActivityDiagram,0.0316814
2712,org.argouml.uml.ui.ActionAddDiagram,0.0314218
2712,org.argouml.uml.ui.foundation.core.PropPanelClassifier,0.03141862
2712,org.argouml.uml.ui.ActionLayout,0.03076904
2712,org.argouml.uml.cognitive.critics.CrMultiComposite,0.03062608
